segment_id,facility_id,canonical_name,lbl,lbl_full,aliases,parent_system,facility_group,facility_type,network_role,ownership_class,owner_agency,operator_agency,project_family,project_name,project_division,project_unit,project_subunit,project_path,display_rank,display_rank_source,display_rank_reason,status,length_mi,geometry_source,geometry_decision,geometry_confidence,decision_id,source_major_rows,source_delta_rows,source_ids,blm_crosses,blm_length_mi,blm_pct_length,blm_nearest_mi,blm_crossing_count,blm_field_offices,search_text
CVY_42D76C39_S017,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.0020495146953771783,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,80,DELTA_0080,FALSE,0,0,10.031902117698143,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S018,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.009767039762549003,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,80,DELTA_0080,FALSE,0,0,10.034019518903637,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S019,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,3.192373619358612,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,80,DELTA_0080,FALSE,0,0,7.732249293496094,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S020,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.0020460037935767536,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,80,DELTA_0080,FALSE,0,0,10.0323398781091,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S021,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.16291242852803703,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,100,DELTA_0100,FALSE,0,0,11.105486379204887,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S022,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,2.963658119581321,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,100,DELTA_0100,FALSE,0,0,8.18874553401283,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S023,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,3.384081033842367,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,100,DELTA_0100,FALSE,0,0,5.202844060149918,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S024,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.03713831798253427,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,100,DELTA_0100,FALSE,0,0,5.174934127584131,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S025,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.10733898294047979,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,100,DELTA_0100,FALSE,0,0,5.076683636701631,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S026,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.04062418522493735,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,100,DELTA_0100,FALSE,0,0,5.048734761669674,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S027,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.16106402512677603,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,100,DELTA_0100,FALSE,0,0,4.899875823405001,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S028,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Open conveyance,Aqueduct,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,1.1737947092304457,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,118,DELTA_0118,FALSE,0,0,6.458311167315495,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project aqueduct
CVY_42D76C39_S029,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Open conveyance,Aqueduct,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.07073119409776957,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,118,DELTA_0118,FALSE,0,0,7.106258690012538,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project aqueduct
CVY_42D76C39_S030,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Open conveyance,Aqueduct,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.10464474992816059,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,118,DELTA_0118,FALSE,0,0,7.106258690012538,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project aqueduct
CVY_42D76C39_S031,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.01966495933962885,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,125,DELTA_0125,FALSE,0,0,7.188575604655072,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S032,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,1.0352839240170815,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,141,DELTA_0141,FALSE,0,0,3.8704655396762186,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S033,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.17620464203737052,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,147,DELTA_0147,FALSE,0,0,1.8739617565584266,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S034,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.016584019818195864,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,147,DELTA_0147,FALSE,0,0,3.9208584180872896,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S035,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.1325857730856391,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,147,DELTA_0147,FALSE,0,0,3.8992767130894403,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S036,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.030321221192561414,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,147,DELTA_0147,FALSE,0,0,3.936201724309841,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S037,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Open conveyance,Aqueduct,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,2.5881658149037907,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,159,DELTA_0159,FALSE,0,0,2.3454356927608426,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project aqueduct
CVY_42D76C39_S038,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.19680892738458555,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,162,DELTA_0162,FALSE,0,0,7.394584349510651,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S039,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.8634944540364404,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,162,DELTA_0162,FALSE,0,0,7.46337184589481,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S040,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,1.2053164145472559e-4,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,162,DELTA_0162,FALSE,0,0,8.252456793955563,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S041,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.24590378354586762,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,162,DELTA_0162,FALSE,0,0,8.252456793955563,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S042,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.007725772023295815,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,162,DELTA_0162,FALSE,0,0,10.060546546977042,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S043,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.005749246096551893,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,162,DELTA_0162,FALSE,0,0,10.062792515954298,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S044,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.008698086905423744,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,162,DELTA_0162,FALSE,0,0,10.063077905719158,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S045,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.0034099225222935675,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,162,DELTA_0162,FALSE,0,0,10.062792515954298,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S046,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.005749247959681677,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,162,DELTA_0162,FALSE,0,0,10.065877539831444,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
CVY_42D76C39_S047,CVY_42D76C39,South Bay Aqueduct,South Bay Aqueduct,South Bay Aqueduct,,,Closed conveyance,Pipeline,Mainline,California state,,State Water Project,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,regional_major,reviewed_override,Major State Water Project regional delivery system.,unknown,0.023358781493364275,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,162,DELTA_0162,FALSE,0,0,10.053145050392587,0,,south bay aqueduct south bay aqueduct   swp state water project south bay aqueduct   south bay aqueduct  state water project pipeline
