Water Right/Claim ID,Status,Type,Primary owner,Source,County,Effective date,Face value,Use type,Special use area,HUC 12,Watershed,Action,,Field Office ,
S011548,Active,Statements,BLM California State Office,UNSP,Shasta,12/16/2025,4.3125,Stockwatering; Fish and Wildlife Preservation and Enhancement,SHASTA BALLY,East Fork Clear Creek-Clear Creek | 180201540102,Clear Creek,,,Redding,
S011549,Active,Statements,BLM California State Office,UNSP,Trinity,12/16/2025,0.4201,Fish and Wildlife Preservation and Enhancement,Klamath,Conner Creek Trinity River | 180102111101,Big French Creek-Trinity River,,,Redding,
S011550,Active,Statements,BLM California State Office,UNST,Tehama,12/16/2025,0.252,Stockwatering; Fish and Wildlife Preservation and Enhancement,TEHAMA,Sevenmile Creek-Sacramento River | 180201550405,Dibble Creek-Sacramento River,,,MLFO ,
S011552,Active,Statements,BLM California State Office,UNSP,Trinity,12/16/2025,0.112,Fish and Wildlife Preservation and Enhancement,Klamath,Deadwood Creek-Trinity River | 180102110703,Weaver Creek-Trinity River,,,Redding,
S011553,Active,Statements,BLM California State Office,UNSP,Trinity,12/16/2025,0.2016,Fish and Wildlife Preservation and Enhancement,Klamath,Deadwood Creek-Trinity River | 180102110703,Weaver Creek-Trinity River,,,Redding,
S011554,Active,Statements,BLM California State Office,UNSP,Trinity,12/16/2025,1.613,Fish and Wildlife Preservation and Enhancement,Klamath,Deadwood Creek-Trinity River | 180102110703,Weaver Creek-Trinity River,,,Redding,
S011555,Active,Statements,BLM California State Office,UNSP,Shasta,12/16/2025,0.4032,Fish and Wildlife Preservation and Enhancement,SHASTA BALLY,French Gulch-Clear Creek | 180201540104,Clear Creek,,,Redding,
S011556,Active,Statements,BLM California State Office,UNSP,Shasta,12/16/2025,0.4509,Fish and Wildlife Preservation and Enhancement,SHASTA BALLY,Willow Creek | 180201540103,Clear Creek,,,Redding,
S011562,Active,Statements,BLM California State Office,UNSP,Mono,12/16/2025,50.3458,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Wilson Creek | 180901010403,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S011563,Active,Statements,BLM California State Office,UNSP,Mono,12/16/2025,10.1416,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Wilson Creek | 180901010403,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S011564,Active,Statements,BLM California State Office,UNSP,Mono,12/16/2025,40.9286,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Wilson Creek | 180901010403,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S011565,Active,Statements,BLM California State Office,UNSP,Mono,12/16/2025,3.226,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Wilson Creek | 180901010403,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S011566,Active,Statements,BLM California State Office,UNSP,Mono,12/16/2025,2.1787,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Cottonwood Canyon-Frontal Mono Lake | 180901010104,Alkali Valley-Frontal Mono Lake,,,Bishop,
S011567,Active,Statements,BLM California State Office,UNSP,Mono,12/16/2025,4.4805,Domestic; Stockwatering; Fish and Wildlife Preservation and Enhancement,,Rancheria Gulch-Frontal Mono Lake | 180901010405,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S011568,Active,Statements,BLM California State Office,UNSP,Mono,12/16/2025,28.6138,Fish and Wildlife Preservation and Enhancement,,Wilson Creek | 180901010403,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S011569,Active,Statements,BLM California State Office,UNSP,Mono,12/16/2025,1.8146,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Wilson Creek | 180901010403,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S011570,Active,Statements,BLM California State Office,UNSP,Mono,12/16/2025,0.5489,Mining; Fish and Wildlife Preservation and Enhancement,,Wilson Creek | 180901010403,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S011571,Active,Statements,BLM California State Office,UNSP,Mono,12/16/2025,75.3376,Fish and Wildlife Preservation and Enhancement,,Wilson Creek | 180901010403,Lee Vining Creek-Frontal Mono Lake,,,Bishop,
S011572,Active,Statements,BLM California State Office,UNSP,Mono,12/16/2025,1.613,Fish and Wildlife Preservation and Enhancement,,Cottonwood Canyon-Frontal Mono Lake | 180901010104,Alkali Valley-Frontal Mono Lake,,,Bishop,
S011573,Active,Statements,BLM California State Office,UNSP,Mono,12/16/2025,8.065,Fish and Wildlife Preservation and Enhancement,,Cottonwood Canyon-Frontal Mono Lake | 180901010104,Alkali Valley-Frontal Mono Lake,,,Bishop,
S011574,Active,Statements,BLM California State Office,UNSP,Mono,12/16/2025,0.8065,Stockwatering; Fish and Wildlife Preservation and Enhancement,,180901010106-Frontal Mono Lake | 180901010106,Alkali Valley-Frontal Mono Lake,,,Bishop,
S011575,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,0.1848,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011576,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,0.7253,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011577,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,1.1033,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011578,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,2.3383,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011579,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,0.7253,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011580,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,9.4172,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011581,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,0.8877,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011582,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,1.6942,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011583,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,0.8065,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011584,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,3.3884,Fish and Wildlife Preservation and Enhancement; Domestic; Stockwatering,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011585,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,0.5601,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011586,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,1.8538,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011587,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,0.6441,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011588,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,0.8877,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011589,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,0.2184,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011590,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,0.4032,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011591,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,4.5926,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011592,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,0.7113,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011593,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,0.6441,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower North Fork Kaweah River | 180300070305,North Fork Kaweah River,,,Bakersfield,
S011594,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,1.0473,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S011595,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,0.2016,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S011596,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,1.0473,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S011597,Active,Statements,BLM California State Office,UNSP,Tulare,12/16/2025,1.6942,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011598,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,3.0244,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011599,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,1.0473,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011600,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.2016,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011601,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.4032,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011602,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.3836,Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011603,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.9689,Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011604,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.5657,Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011605,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.3416,Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011606,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.4032,Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011607,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,1.2097,Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011608,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.4032,Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011609,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.4032,Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011610,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.8065,Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011611,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.182,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011612,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.6273,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011613,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.4845,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011614,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.14,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011615,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.5853,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011616,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,1.7754,Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011617,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.2016,Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011618,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.1456,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011619,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,2.1115,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011620,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.2408,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Salt Creek-Kaweah River | 180300070403,Marble Fork Kaweah River-Kaweah River,,,Bakersfield,
S011621,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.1624,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower South Fork Kaweah River | 180300070503,South Fork Kaweah River,,,Bakersfield,
S011622,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.6441,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower South Fork Kaweah River | 180300070503,South Fork Kaweah River,,,Bakersfield,
S011623,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.1624,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower South Fork Kaweah River | 180300070503,South Fork Kaweah River,,,Bakersfield,
S011624,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.1624,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower South Fork Kaweah River | 180300070503,South Fork Kaweah River,,,Bakersfield,
S011625,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.1764,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower South Fork Kaweah River | 180300070503,South Fork Kaweah River,,,Bakersfield,
S011626,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.5657,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S011627,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,1.291,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S011628,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.7253,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
S011629,Active,Statements,BLM California State Office,UNSP,Tulare,12/17/2025,0.6441,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Lower East Fork Kaweah River | 180300070203,East Fork Kaweah River,,,Bakersfield,
